tp_c,chi,pyroxenite_frac,h_km,fbar,pbar_gpa,vp_bulk_km_s,v_lc_theory_km_s,bulk_in_bounds,h_match_km,vlc_match_km_s,feasible
1200.0,1.0,0.0,8.321212771697516,0.2952097473514326,0.5785601887851953,7.244615156637125,7.392529966129969,False,-21.678787228302483,0.3925299661299686,False
1200.0,2.0,0.0,9.56564537865387,0.2952097473514326,0.5785601887851953,7.244615156637125,7.392529966129969,False,-20.43435462134613,0.3925299661299686,False
1200.0,4.0,0.0,11.634243935769408,0.2952097473514326,0.5785601887851953,7.244615156637125,7.392529966129969,False,-18.36575606423059,0.3925299661299686,False
1200.0,6.0,0.0,13.273658939987246,0.2952097473514326,0.5785601887851953,7.244615156637125,7.392529966129969,False,-16.726341060012754,0.3925299661299686,False
1200.0,8.0,0.0,14.586875879746449,0.2952097473514326,0.5785601887851953,7.244615156637125,7.392529966129969,False,-15.413124120253551,0.3925299661299686,False
1200.0,10.0,0.0,15.73644380661549,0.2952097473514326,0.5785601887851953,7.244615156637125,7.392529966129969,False,-14.26355619338451,0.3925299661299686,False
1200.0,12.0,0.0,16.6783531807089,0.2967304737799596,0.5785601887851953,6.835181875226332,6.987958938802972,False,-13.3216468192911,-0.012041061197027858,False
1200.0,16.0,0.0,18.168455532534455,0.2967304737799596,0.5785601887851953,6.835181875226332,6.987958938802972,False,-11.831544467465545,-0.012041061197027858,False
1225.0,1.0,0.0,10.537239892194979,0.34801787357527036,0.6463057938031851,7.299533658081101,7.446796279000016,False,-19.46276010780502,0.44679627900001595,False
1225.0,2.0,0.0,11.978475080511494,0.34801787357527036,0.6463057938031851,7.299533658081101,7.446796279000016,False,-18.021524919488506,0.44679627900001595,False
1225.0,4.0,0.0,14.305402205442288,0.34801787357527036,0.6463057938031851,7.299533658081101,7.446796279000016,False,-15.694597794557712,0.44679627900001595,False
1225.0,6.0,0.0,16.15810423355239,0.34801787357527036,0.6463057938031851,7.299533658081101,7.446796279000016,False,-13.84189576644761,0.44679627900001595,False
