2.5591	2.1619
3.0451	1.8149
3.7852	1.6562
3.785205	1.656217
3.744573	1.658485
3.704247	1.660867
3.664229	1.663367
3.624519	1.665987
3.585116	1.66873
3.546021	1.6716
3.507235	1.674601
3.468756	1.677734
3.430587	1.681005
3.392726	1.684417
3.355174	1.687975
3.317931	1.691681
3.280998	1.695542
3.244375	1.699561
3.208062	1.703743
3.172058	1.708094
3.136366	1.712618
3.100984	1.717321
3.065914	1.72221
3.031155	1.727289
2.996708	1.732566
2.962573	1.738047
2.928872	1.743719
2.895734	1.749562
2.863144	1.75558
2.83109	1.761777
2.799563	1.768157
2.7996	1.7682
2.2311	2.155
2.5591	2.1619
