2.9971	2.1676
3.4907	1.8357
4.0897	1.6892
4.852	1.6307
4.851958	1.630699
4.804019	1.630798
4.756383	1.630973
4.709048	1.631224
4.662016	1.631552
4.615287	1.631958
4.56886	1.632443
4.522737	1.633008
4.476916	1.633655
4.4314	1.634383
4.386186	1.635195
4.341277	1.636093
4.296671	1.637076
4.25237	1.638147
4.208374	1.639307
4.164682	1.640559
4.121295	1.641903
4.078213	1.643341
4.035437	1.644875
3.992966	1.646508
3.950802	1.64824
3.908943	1.650075
3.86739	1.652015
3.826144	1.654061
3.785205	1.656217
3.7852	1.6562
3.0451	1.8149
2.5591	2.1619
2.9971	2.1676
