tp_c,chi,pyroxenite_frac,h_km,fbar,pbar_gpa,vp_bulk_km_s,v_lc_theory_km_s,bulk_in_bounds,h_match_km,vlc_match_km_s,feasible
1360.0,2.0,0.0,3.6638129672532145,0.058725247047423025,1.2781708243036323,7.218954437387267,7.367173982578527,False,-26.336187032746786,0.3671739825785272,False
1360.0,4.0,0.0,6.120709451500176,0.0538114540789291,1.3191190990410817,7.222099401699968,7.37028159864362,False,-23.879290548499824,0.3702815986436203,False
1360.0,6.0,0.0,7.94658548377911,0.050159702014371234,1.3495503662457307,7.223355560532663,7.371522839872663,False,-22.05341451622089,0.37152283987266266,False
1360.0,8.0,0.0,9.385827590743908,0.04728121780044164,1.373537734695144,7.223667214428035,7.371830792700012,False,-20.614172409256092,0.3718307927000124,False
1360.0,10.0,0.0,10.564964116611531,0.044922944748706395,1.393190010126271,7.223464606677994,7.371630591032732,False,-19.43503588338847,0.37163059103273177,False
1360.0,12.0,0.0,11.557858128173148,0.04293715672558316,1.4097382436522978,7.222968422064523,7.371140298894964,False,-18.442141871826852,0.37114029889496436,False
1360.0,16.0,0.0,13.156676098384395,0.03973952078516066,1.4363852098224854,7.221534795266725,7.3697236972342735,False,-16.843323901615605,0.36972369723427345,False
1370.0,1.0,0.0,2.302684037721008,0.06559923357681921,1.2900830810641937,7.22586515195841,7.374002628466759,False,-27.697315962278992,0.3740026284667586,False
1370.0,2.0,0.0,4.098986358012915,0.06200662893623539,1.3200214530690588,7.229550737470777,7.37764444554597,False,-25.901013641987085,0.37764444554597,False
1370.0,4.0,0.0,6.795086857147613,0.05661442793796599,1.3649564613879703,7.233614714544295,7.3816601605704095,False,-23.204913142852387,0.3816601605704095,False
1370.0,6.0,0.0,8.777859208735709,0.052648883234789806,1.3980026672477721,7.23540345207261,7.3834276558188545,False,-21.22214079126429,0.3834276558188545,False
1370.0,8.0,0.0,10.33026416887025,0.04954407331452072,1.4238760832500144,7.236057381553596,7.3840738195137305,False,-19.66973583112975,0.38407381951373054,False
1370.0,10.0,0.0,11.596042632930516,0.04701251638640019,1.4449723909843522,7.236090188862511,7.384106237217114,False,-18.403957367069484,0.38410623721711357,False
1370.0,12.0,0.0,12.658057965353635,0.04488848572155395,1.4626726465247375,7.235763959242796,7.383783881760474,False,-17.341942034646365,0.38378388176047373,False
1370.0,16.0,0.0,14.36151046853628,0.04148158071518866,1.4910635215777814,7.234555691285785,7.3825899626756115,False,-15.63848953146372,0.3825899626756115,False
1380.0,1.0,0.0,2.5744701952862776,0.0692278159176203,1.3293808058230452,7.234529694461894,7.382564274578853,False,-27.425529804713722,0.38256427457885334,False
1380.0,2.0,0.0,4.556692711326701,0.06526337088553945,1.362417847757052,7.23899367349655,7.386975241312661,False,-25.4433072886733,0.38697524131266103,False
1380.0,4.0,0.0,7.497570378881004,0.05938161555043084,1.411432475549624,7.243996977192352,7.391919127919204,False,-22.502429621118996,0.3919191279192038,False
1380.0,6.0,0.0,9.63882512051067,0.05509910606717151,1.4471200545767848,7.246326166133503,7.394220656411253,False,-20.36117487948933,0.39422065641125315,False
1380.0,8.0,0.0,11.304672843975219,0.05176741062024242,1.474884183301194,7.247326986755926,7.395209591717119,False,-18.69532715602478,0.3952095917171192,False
1380.0,10.0,0.0,12.656876159623728,0.0490630039889454,1.4974209052286693,7.247598924352638,7.3954782998995405,False,-17.343123840376272,0.39547829989954053,False
1380.0,12.0,0.0,13.787597707698588,0.046801560892795684,1.5162662643632503,7.24744615408706,7.395327343868128,False,-16.212402292301412,0.39532734386812773,False
1380.0,16.0,0.0,15.594689797895086,0.04318737671240268,1.5463844658665251,7.246470263679644,7.3943630427167255,False,-14.405310202104914,0.3943630427167255,False
1390.0,1.0,0.0,2.861747774675962,0.0728461458799776,1.3691094748223454,7.242110160491242,7.390054718244164,False,-27.138252225324038,0.3900547182441638,False
1390.0,2.0,0.0,5.036724775998252,0.06849619187733301,1.40535909151105,7.247365423520755,7.39524757202341,False,-24.963275224001748,0.3952475720234103,False
1390.0,4.0,0.0,8.22750384168748,0.06211463374595456,1.4585387426058707,7.253313782649273,7.401125290989593,False,-21.77249615831252,0.4011252909895928,False
1390.0,6.0,0.0,10.528580799673868,0.05751247982998178,1.4968900252389772,7.256183383358213,7.403960813551007,False,-19.47141920032613,0.40396081355100666,False
1390.0,8.0,0.0,12.308023508504192,0.05395359441232112,1.5265474037194826,7.257530893607404,7.405292321346296,False,-17.691976491495808,0.40529232134629556,False
1390.0,10.0,0.0,13.746370645546776,0.051076900138235966,1.5505198560035256,7.258042499529536,7.405797851655874,False,-16.253629354453224,0.40579785165587356,False
1390.0,12.0,0.0,14.94535458175261,0.0486789322658243,1.5705029216069561,7.2580644703466755,7.405819561557011,False,-15.05464541824739,0.4058195615570108,False
1390.0,16.0,0.0,16.855086080612374,0.04485946926810477,1.6023317799212857,7.257325113768584,7.405088985260602,False,-13.144913919387626,0.4050889852606021,False
