model_x_km,receiver_x_km,true_offset_km,obs_dt_s,pred_dt_s,x_conv_km,h_km,vp_vs_ratio
129.887000,84.860000,45.027000,0.953754,0.946621,85.773583,1.467161,2.916957
130.051000,84.860000,45.191000,0.956306,0.946617,85.768180,1.470517,2.916944
130.213000,84.860000,45.353000,0.957301,0.946638,85.761908,1.474432,2.916929
130.377000,84.860000,45.517000,0.959565,0.946685,85.755509,1.478444,2.916914
130.527000,84.860000,45.667000,0.959060,0.946733,85.750916,1.481331,2.916903
130.692000,84.860000,45.832000,0.960138,0.946791,85.746422,1.484158,2.916892
130.853000,84.860000,45.993000,0.959314,0.946831,85.743689,1.485879,2.916885
131.168000,84.860000,46.308000,0.959574,0.946844,85.742809,1.486432,2.916883
131.491000,84.860000,46.631000,0.960806,0.946756,85.749080,1.482486,2.916898
131.655000,84.860000,46.795000,0.961507,0.946684,85.755580,1.478399,2.916914
131.805000,84.860000,46.945000,0.961974,0.946640,85.761575,1.474640,2.916929
132.131000,84.860000,47.271000,0.962367,0.946627,85.775278,1.466113,2.916961
132.295000,84.860000,47.435000,0.963684,0.946663,85.781009,1.462583,2.916975
132.457000,84.860000,47.597000,0.966423,0.946712,85.785590,1.459781,2.916986
132.621000,84.860000,47.761000,0.967505,0.946771,85.789782,1.457233,2.916996
132.782000,84.860000,47.922000,0.971077,0.946827,85.793019,1.455276,2.917003
132.946000,84.860000,48.086000,0.973211,0.946894,85.796328,1.453287,2.917011
133.100000,84.860000,48.240000,0.975215,0.946967,85.799453,1.451419,2.917018
133.261000,84.860000,48.401000,0.976736,0.947052,85.802729,1.449471,2.917026
133.425000,84.860000,48.565000,0.977689,0.947170,85.806747,1.447098,2.917035
133.587000,84.860000,48.727000,0.978116,0.947306,85.810821,1.444710,2.917044
133.751000,84.860000,48.891000,0.979420,0.947523,85.816569,1.441373,2.917057
134.077000,84.860000,49.217000,0.980500,0.948207,85.831026,1.433147,2.917089
134.238000,84.860000,49.378000,0.980731,0.948756,85.840441,1.427917,2.917109
134.563000,84.860000,49.703000,0.981155,0.942399,85.850282,1.406852,2.917190
134.725000,84.860000,49.865000,0.980870,0.943251,85.858863,1.402664,2.917206
134.889000,84.860000,50.029000,0.980497,0.943994,85.865836,1.399329,2.917219
135.043000,84.860000,50.183000,0.980192,0.944738,85.872442,1.396220,2.917231
135.204000,84.860000,50.344000,0.979873,0.945361,85.877748,1.393757,2.917240
135.365000,84.860000,50.505000,0.978659,0.945974,85.882776,1.391449,2.917249
135.529000,84.860000,50.669000,0.978842,0.946401,85.886190,1.389896,2.917255
135.680000,84.860000,50.820000,0.978752,0.946681,85.888396,1.388898,2.917259
135.995000,84.860000,51.135000,0.976835,0.929801,85.874802,1.361434,2.916512
136.471000,84.860000,51.611000,0.973034,0.935906,85.889377,1.364496,2.916460
136.632000,84.860000,51.772000,0.971440,0.937244,85.892551,1.365173,2.916449
136.786000,84.860000,51.926000,0.970311,0.938356,85.895184,1.365738,2.916440
136.947000,84.860000,52.087000,0.968694,0.938701,85.895999,1.365913,2.916437
137.262000,84.860000,52.402000,0.965325,0.937843,85.893971,1.365477,2.916444
137.574000,84.860000,52.714000,0.960404,0.935411,85.888200,1.364246,2.916465
137.738000,84.860000,52.878000,0.958335,0.932502,85.881268,1.362783,2.916489
137.900000,84.860000,53.040000,0.955792,0.929672,85.874491,1.361369,2.916513
138.050000,84.860000,53.190000,0.953469,0.946597,85.887740,1.389194,2.917258
138.365000,84.860000,53.505000,0.949281,0.945141,85.875897,1.394613,2.917237
138.526000,84.860000,53.666000,0.947310,0.944552,85.870822,1.396978,2.917228
138.688000,84.860000,53.828000,0.946106,0.943990,85.865797,1.399347,2.917219
139.003000,84.860000,54.143000,0.943630,0.942997,85.856376,1.403868,2.917201
139.167000,84.860000,54.307000,0.942580,0.942502,85.851360,1.406320,2.917192
139.328000,84.860000,54.468000,0.943354,0.942044,85.846469,1.408745,2.917183
139.489000,84.860000,54.629000,0.944108,0.941616,85.841634,1.411176,2.917173
139.654000,84.860000,54.794000,0.944879,0.949043,85.844875,1.425489,2.917118
139.804000,84.860000,54.944000,0.945581,0.948703,85.839578,1.428393,2.917107
139.966000,84.860000,55.106000,0.946339,0.948327,85.833207,1.431926,2.917093
140.127000,84.860000,55.267000,0.947092,0.947992,85.826913,1.435462,2.917080
140.291000,84.860000,55.431000,0.947860,0.947691,85.820535,1.439092,2.917066
